"Denver-Omelet-1558500"|"Denver Omelet"|"Mr. Breakfast"|"4"|""|"'meaty': 0.8333333333333334, 'salty': 0.8333333333333334, 'sour': 0.8333333333333334, 'piquant': 0.5, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'large eggs', 'onions', 'red bell pepper', 'green bell pepper', 'cooked ham', 'bacon', 'butter', 'salt', 'pepper', 'hot sauce'"
"French-Omelet-1131303"|"French Omelet"|"popsugar.com"|"3"|"300"|"'meaty': 0.8333333333333334, 'salty': 0.8333333333333334, 'sour': 0.6666666666666666, 'piquant': 0.0, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'eggs', 'salt', 'pepper', 'clarified butter', 'chives'"
"Denver-Omelet-1309285"|"Denver Omelet"|"Food Fanatic"|"4"|"900"|"'meaty': 0.3333333333333333, 'salty': 0.8333333333333334, 'sour': 0.8333333333333334, 'piquant': 0.5, 'bitter': 0.5, 'sweet': 0.16666666666666666"|"'olive oil', 'white onion', 'bell pepper', 'diced ham', 'large eggs', 'milk', 'hot sauce'"
"Omelet-626977"|"Omelet"|"Madeleine Cocina"|"4"|"1500"|"None"|"'eggs', 'butter', 'salt', 'ground black pepper', 'fresh parsley', 'bay leaves', 'cheese'"
"Delicious-Veggie-Omelet-Muffins-1992993"|"Delicious Veggie Omelet Muffins"|"The Leaf.com"|"4"|"1800"|"'meaty': 0.3333333333333333, 'salty': 0.16666666666666666, 'sour': 0.8333333333333334, 'piquant': 0.5, 'bitter': 0.16666666666666666, 'sweet': 0.16666666666666666"|"'large eggs', 'broccoli', 'red pepper', 'diced onions', 'low-fat shredded cheddar cheese', 'pepper'"
"Vegetable-Omelets-485405"|"Vegetable Omelets"|"Barefeet In The Kitchen"|"4"|"600"|"None"|"'olive oil', 'scallions', 'grape tomatoes', 'mushrooms', 'baby spinach leaves', 'cheddar cheese', 'eggs'"
"Clean-Eating-Asparagus-Cheddar-Omelet-1041021"|"Clean Eating Asparagus Cheddar Omelet"|"The Gracious Pantry"|"4"|"1200"|"'meaty': 1.0, 'salty': 1.0, 'sour': 1.0, 'piquant': 0.0, 'bitter': 1.0, 'sweet': 1.0"|"'unsalted butter', 'eggs', 'shredded cheddar cheese', 'onions', 'asparagus', 'flat leaf parsley'"
"Baked-Omelet-1607485"|"Baked Omelet"|"AllRecipes"|"4"|"3300"|"'meaty': 0.6666666666666666, 'salty': 0.6666666666666666, 'sour': 0.16666666666666666, 'piquant': 0.0, 'bitter': 0.6666666666666666, 'sweet': 0.16666666666666666"|"'eggs', 'milk', 'seasoning salt', 'cooked ham', 'shredded cheddar cheese', 'shredded mozzarella cheese', 'dried minced onion'"
"Chorizo_-potato-and-green-chile-omelet-306999"|"Chorizo, Potato and Green Chile Omelet"|"Food Republic"|"5"|"1800"|"'meaty': 0.8333333333333334, 'salty': 0.8333333333333334, 'sour': 0.6666666666666666, 'piquant': 0.6666666666666666, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'chorizo', 'purple onion', 'potatoes', 'green chile', 'eggs', 'monterey jack', 'salsa'"
"Vegetable-Omelet-1881587"|"Vegetable Omelet"|"The Candida Diet"|"3"|"1500"|"'meaty': 0.6666666666666666, 'salty': 0.8333333333333334, 'sour': 0.8333333333333334, 'piquant': 0.16666666666666666, 'bitter': 0.3333333333333333, 'sweet': 0.16666666666666666"|"'eggs', 'olive oil', 'onions', 'red pepper', 'fresh spinach', 'sea salt'"
"Western-Baked-Omelet-1976253"|"Western Baked Omelet"|"Foodie with Family"|"4"|"2100"|"None"|"'nonstick spray', 'green onions', 'butter', 'yellow onion', 'kosher salt', 'chopped bell pepper', 'jalapeno chilies', 'extra large eggs', 'plain greek yogurt', 'milk', 'dried oregano', 'chili powder', 'feta cheese crumbles', 'avocado', 'cilantro leaves', 'lime wedges'"
"Baked-Omelet-1962312"|"Baked Omelet"|"99recipes"|"4"|"3900"|"'meaty': 0.6666666666666666, 'salty': 0.6666666666666666, 'sour': 0.16666666666666666, 'piquant': 0.0, 'bitter': 0.6666666666666666, 'sweet': 0.16666666666666666"|"'eggs', 'milk', 'seasoning salt', 'cooked ham', 'shredded cheddar cheese', 'shredded mozzarella cheese', 'dried minced onion'"
"Greek-Omelet-with-Feta-1617849"|"Greek Omelet with Feta"|"Kraft"|"3"|"2400"|"None"|"'baby spinach leaves', 'purple onion', 'minced garlic', 'tomatoes', 'eggs', 'fat free milk', 'Athenos Traditional Crumbled Feta Cheese'"
"Quinoa-Power-Omelet-574963"|"Quinoa Power Omelet"|"Power Hungry"|"4"|"900"|"None"|"'large eggs', 'cooked quinoa', 'olive oil', 'green onions', 'cracked black pepper', 'sea salt', 'soft goat cheese'"
"Omelet-with-Vegetables-_-Ham-1240467"|"Omelet with Vegetables & Ham"|"LaaLoosh"|"4"|"1500"|"'meaty': 0.16666666666666666, 'salty': 0.8333333333333334, 'sour': 0.8333333333333334, 'piquant': 0.16666666666666666, 'bitter': 0.6666666666666666, 'sweet': 0.16666666666666666"|"'eggs', 'yellow onion', 'bell pepper', 'medium tomatoes', 'ham', 'salt', 'pepper'"
"Supper-Omelet-994367"|"Supper Omelet"|"Huffington Post"|"3"|"600"|"'meaty': 0.8333333333333334, 'salty': 0.8333333333333334, 'sour': 0.16666666666666666, 'piquant': 0.0, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'extra large eggs', 'sea salt', 'ground black pepper', 'butter', 'cheddar cheese', 'green onions'"
"Rustic-Veggie-Omelet-with-Garlic-1992371"|"Rustic Veggie Omelet with Garlic"|"Anya's Eats"|"4"|"1500"|"None"|"'eggs', 'water', 'tomatoes', 'onions', 'avocado', 'olive oil', 'greens', 'salt', 'pepper'"
"Basic-Omelet-1355914"|"Basic Omelet"|"Good Cheap Eats"|"4"|"1500"|"None"|"'butter', 'eggs', 'water', 'freshly ground black pepper', 'kosher salt'"
"Quick-and-Easy-Omelet-1555001"|"Quick and Easy Omelet"|"Crisco"|"3"|"600"|"None"|"'cooking spray', 'large eggs', 'salt', 'pepper', 'shredded cheddar cheese', 'chopped cooked ham', 'green onions'"
"Oven-Omelet-894618"|"Oven Omelet"|"Lynn's Kitchen Adventures"|"4"|"2100"|"None"|"'eggs', 'milk', 'shredded cheddar cheese', 'chopped ham'"
"Spring-Omelet-1608683"|"Spring Omelet"|"AllRecipes"|"4"|"1500"|"'meaty': 0.6666666666666666, 'salty': 0.6666666666666666, 'sour': 0.16666666666666666, 'piquant': 0.0, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'olive oil', 'eggs', 'milk', 'asparagus', 'fresh mushrooms', 'green onions', 'grated parmesan cheese'"
"Baked-Denver-Omelet-1607334"|"Baked Denver Omelet"|"AllRecipes"|"4"|"2700"|"None"|"'butter', 'onions', 'green bell pepper', 'chopped cooked ham', 'eggs', 'milk', 'shredded cheddar cheese', 'salt and ground black pepper'"
"Omelet-in-a-Bag-1605070"|"Omelet in a Bag"|"AllRecipes"|"4"|"1680"|"'meaty': 0.6666666666666666, 'salty': 0.8333333333333334, 'sour': 0.3333333333333333, 'piquant': 0.16666666666666666, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'eggs', 'ham', 'shredded cheddar cheese', 'chopped onion', 'chopped green bell pepper', 'fresh tomatoes', 'chunky salsa', 'fresh mushrooms'"
"Cheesy-avocado-omelets-297614"|"Cheesy Avocado Omelets"|"Unilever North America"|"4"|"1380"|"None"|"'eggs', 'knorr garlic minicub', 'olive oil', 'shredded Monterey Jack cheese', 'avocado', 'chopped fresh cilantro', 'purple onion', 'water'"
"Ludo-Lefebvre_s-Omelet-1058213"|"Ludo Lefebvre's Omelet"|"Bon Appétit"|"3"|"900"|"None"|"'large eggs', 'european style butter', 'fleur de sel', 'ground white pepper', 'pepper cheese', 'chives'"
"Cheesy-Spinach-Omelet-466660"|"Cheesy Spinach Omelet"|"The Eccentric Cook"|"4"|"1500"|"'meaty': 0.8333333333333334, 'salty': 0.8333333333333334, 'sour': 0.6666666666666666, 'piquant': 0.0, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'eggs', 'spinach', 'cheese', 'herbes de provence', 'salt'"
"The-Perfect-Omelet-1696481"|"The Perfect Omelet"|"About Food Breakfast and Brunch"|"3"|"480"|"None"|"'butter', 'eggs', 'salt', 'pepper', 'herbs', 'meat', 'bacon', 'shredded cheddar cheese'"
"Broccoli-and-Cheese-Mini-Egg-Omelets-1571438"|"Broccoli and Cheese Mini Egg Omelets"|"Skinnytaste"|"4"|"2400"|"None"|"'broccoli florets', 'large eggs', 'egg whites', 'shredded reduced fat cheddar cheese', 'grating cheese', 'olive oil', 'salt', 'pepper', 'cooking spray'"
"Mini-Omelets-1937766"|"Mini Omelets"|"Ordinary Things Made Extraordinary"|"4"|"1800"|"None"|"'eggs', 'green pepper', 'mushrooms', 'shredded cheddar cheese', 'frozen hash brown potatoes'"
"No-Cholesterol-Omelet-750880"|"No-Cholesterol Omelet"|"CalorieKing"|"3"|"600"|"'meaty': 0.16666666666666666, 'salty': 0.5, 'sour': 0.8333333333333334, 'piquant': 0.16666666666666666, 'bitter': 0.16666666666666666, 'sweet': 0.16666666666666666"|"'onions', 'tomatoes', 'canola oil', 'salt', 'egg beaters', 'green bell pepper'"
"Ham-and-Cheese-Omelet-1063428"|"Ham and Cheese Omelet"|"Leite's Culinaria"|"4"|"900"|"None"|"'large eggs', 'milk', 'flat leaf parsley', 'mustard powder', 'ground black pepper', 'sea salt', 'cooked ham', 'mature cheddar', 'unsalted butter'"
"Tomato-Mozzarella-Egg-White-Omelet-1571439"|"Tomato Mozzarella Egg White Omelet"|"Skinnytaste"|"4"|"1200"|"None"|"'olive oil', 'grape tomatoes', 'salt', 'pepper', 'egg whites', 'part-skim mozzarella', 'grated parmesan cheese', 'herbs'"
"Panlasang-Pinoy-Omelet-1167944"|"Panlasang Pinoy Omelet"|"Panlasang Pinoy"|"4"|"1500"|"None"|"'large eggs', 'leaves', 'red bell pepper', 'yellow onion', 'tomatoes', 'extra-virgin olive oil', 'shredded cheddar cheese', 'salt'"
"Baked-Omelet-1974248"|"Baked Omelet"|"Divas Can Cook"|"4"|"2700"|"'meaty': 0.5, 'salty': 0.8333333333333334, 'sour': 0.6666666666666666, 'piquant': 0.5, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'milk', 'flour', 'eggs', 'pepper', 'salt', 'green bell pepper', 'onions', 'smoked turkey sausage', 'cheddar cheese', 'sour cream', 'salsa', 'parsley'"
"Rif-mountain-omelet-with-wild-mushrooms-306012"|"Rif Mountain Omelet With Wild Mushrooms"|"Food Republic"|"5"|"900"|"'meaty': 0.8333333333333334, 'salty': 0.8333333333333334, 'sour': 0.16666666666666666, 'piquant': 0.3333333333333333, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'wild mushrooms', 'extra-virgin olive oil', 'salt', 'freshly ground pepper', 'large eggs', 'dried oregano', 'garlic', 'flat leaf parsley', 'bay leaf'"
"Muffin-Omelets-1128060"|"Muffin Omelets"|"Jaquo"|"4"|"1800"|"'meaty': 0.5, 'salty': 0.8333333333333334, 'sour': 0.3333333333333333, 'piquant': 0.0, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'eggs', 'oil', 'milk', 'baking powder', 'onions', 'ham', 'spinach', 'shredded cheese', 'salt', 'pepper'"
"Bacon-_-Cheese-Omelet-with-Queso-Blanco-Sauce-1060677"|"Bacon & Cheese Omelet with Queso Blanco Sauce"|"Life Tastes Good"|"3"|"1500"|"None"|"'thick-cut bacon', 'large eggs', 'milk', 'cheddar cheese', 'queso blanco'"
"Perfect-Omelets-1522012"|"Perfect Omelets"|"The Fox & She"|"4"|"1200"|"'meaty': 0.3333333333333333, 'salty': 0.16666666666666666, 'sour': 0.0, 'piquant': 0.0, 'bitter': 0.16666666666666666, 'sweet': 0.16666666666666666"|"'egg whites', 'eggs'"
"Basic-Oven-Omelet-972541"|"Basic Oven Omelet"|"The Kitchn"|"4"|"3600"|"None"|"'large eggs', 'milk', 'grated parmesan cheese', 'cooked ham', 'flat leaf parsley', 'salt', 'ground black pepper'"
"5-Ingredient-Oven-Omelet-1423289"|"5 Ingredient Oven Omelet"|"Lynn's Kitchen Adventures"|"4"|"3600"|"None"|"'eggs', 'milk', 'salsa', 'shredded cheddar cheese', 'breakfast sausages'"
"The-Perfect-Omelet-1043225"|"The Perfect Omelet"|"Kandy's Kitchen Kreations"|"4"|"2100"|"'meaty': 0.6666666666666666, 'salty': 0.8333333333333334, 'sour': 0.5, 'piquant': 0.5, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'eggs', 'milk', 'fresh chives', 'salt', 'pepper', 'canola oil', 'red pepper', 'mushrooms', 'shredded cheddar cheese', 'bacon pieces', 'salsa'"
"Kimchi-Omelet-1850662"|"Kimchi Omelet"|"David Lebovitz"|"4"|""|"None"|"'large eggs', 'mirin', 'salt', 'black pepper', 'vegetable oil', 'zucchini', 'scallions', 'baton', 'kimchi'"
"Omelet-in-a-Bag-1963083"|"Omelet in a Bag"|"99recipes"|"4"|"1800"|"'meaty': 0.6666666666666666, 'salty': 0.8333333333333334, 'sour': 0.3333333333333333, 'piquant': 0.3333333333333333, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'eggs', 'ham', 'shredded cheddar cheese', 'chopped onion', 'chopped green bell pepper', 'fresh tomatoes', 'chunky salsa', 'fresh mushrooms'"
"Oven-Baked-Omelet-with-Feta-and-Tomatoes-1607897"|"Oven Baked Omelet with Feta and Tomatoes"|"AllRecipes"|"4"|"3300"|"None"|"'eggs', 'milk', 'dried thyme', 'kosher salt', 'pepper', 'fire roasted diced tomatoes', 'feta cheese crumbles', 'Italian bread'"
"Ricotta-Omelets-609107"|"Ricotta Omelets"|"Bon Appétit"|"3"|"900"|"'meaty': 0.6666666666666666, 'salty': 0.8333333333333334, 'sour': 0.3333333333333333, 'piquant': 0.3333333333333333, 'bitter': 0.3333333333333333, 'sweet': 0.16666666666666666"|"'unsalted butter', 'large eggs', 'freshly ground pepper', 'kosher salt', 'ricotta', 'grated parmesan cheese', 'fresh basil', 'chopped fresh chives', 'vinaigrette'"
"Tomato_-Onion_-And-Herb-Omelet-1939451"|"Tomato, Onion, And Herb Omelet"|"Lori Zanini"|"4"|"900"|"'meaty': 0.16666666666666666, 'salty': 0.3333333333333333, 'sour': 0.3333333333333333, 'piquant': 0.0, 'bitter': 0.16666666666666666, 'sweet': 0.16666666666666666"|"'large eggs', 'salt', 'freshly ground black pepper', 'extra-virgin olive oil', 'grape tomatoes', 'purple onion', 'fresh basil leaves'"
"Ricotta-Omelets-461487"|"Ricotta Omelets"|"Framed Cooks"|"4"|"1800"|"'meaty': 0.3333333333333333, 'salty': 0.5, 'sour': 0.5, 'piquant': 0.0, 'bitter': 0.5, 'sweet': 0.16666666666666666"|"'olive oil', 'cherry tomatoes', 'red wine vinegar', 'salt', 'butter', 'eggs', 'ricotta cheese', 'parmesan cheese', 'chives'"
"Feta-Cheese_-Tomato_-Red-Onion-and-Basil-Omelet-1693323"|"Feta Cheese, Tomato, Red Onion and Basil Omelet"|"Jessy and Melissa"|"4"|"1200"|"'meaty': 0.3333333333333333, 'salty': 0.8333333333333334, 'sour': 0.16666666666666666, 'piquant': 0.0, 'bitter': 0.6666666666666666, 'sweet': 0.16666666666666666"|"'large eggs', 'milk', 'fresh basil', 'purple onion', 'sea salt', 'freshly ground black pepper', 'olive oil', 'feta cheese', 'cherry tomatoes', 'oil'"
"Omelet-Breakfast-Bites-1058058"|"Omelet Breakfast Bites"|"A Mitten Full Of Savings"|"4"|"2400"|"None"|"'tater tots', 'diced ham', 'pepper', 'eggs', 'milk', 'shredded cheddar cheese', 'salt'"
"Western-Omelet-With-Ham-1595331"|"Western Omelet With Ham"|"Southern Food About.com"|"3"|"1500"|"None"|"'butter', 'large eggs', 'chopped green bell pepper', 'finely chopped onion', 'milk', 'chopped cooked ham', 'salt', 'pepper', 'ketchup'"
"Pepper-Ring-Omelet-1245489"|"Pepper Ring Omelet"|"Stephanie Rose Knows"|"4"|"900"|"None"|"'bell pepper', 'eggs', 'bacon pieces', 'grating cheese', 'onions', 'pepper', 'tomatoes', 'salt'"
"Aussie-Omelet-Allrecipes"|"Aussie Omelet"|"AllRecipes"|"5"|"1800"|"'meaty': 0.5, 'salty': 0.5, 'sour': 0.5, 'piquant': 0.16666666666666666, 'bitter': 0.5, 'sweet': 0.16666666666666666"|"'onions', 'garlic', 'fresh mushrooms', 'green bell pepper', 'medium shrimp', 'eggs', 'milk', 'curry powder', 'salt', 'pepper', 'olive oil', 'shredded cheddar cheese', 'tomatoes'"
"Italian-Omelet-1475835"|"Italian Omelet"|"Follow Your Heart"|"3"|"900"|"None"|"'vegan butter', 'fresh basil', 'cherry tomatoes', 'herb cheese', 'salt', 'pepper'"
"Spinach-and-Egg-White-Omelet-566008"|"Spinach and Egg White Omelet"|"Eat Yourself Skinny"|"4"|"1800"|"'meaty': 0.16666666666666666, 'salty': 0.16666666666666666, 'sour': 0.6666666666666666, 'piquant': 0.0, 'bitter': 0.3333333333333333, 'sweet': 0.16666666666666666"|"'egg whites', 'spinach', 'onions', 'grape tomatoes', 'salt', 'pepper'"
"Baked-Brunch-Omelet-1607645"|"Baked Brunch Omelet"|"AllRecipes"|"4"|"4500"|"'meaty': 0.8333333333333334, 'salty': 0.8333333333333334, 'sour': 0.16666666666666666, 'piquant': 0.16666666666666666, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'white bread', 'cheddar cheese', 'cooked ham', 'eggs', 'milk', 'salt', 'hot pepper sauce', 'green onions'"
"Baked-Omelet-1957426"|"Baked Omelet"|"99recipes"|"4"|"3900"|"'meaty': 0.6666666666666666, 'salty': 0.6666666666666666, 'sour': 0.16666666666666666, 'piquant': 0.0, 'bitter': 0.6666666666666666, 'sweet': 0.16666666666666666"|"'eggs', 'milk', 'seasoning salt', 'cooked ham', 'shredded cheddar cheese', 'shredded mozzarella cheese', 'dried minced onion'"
"Kale_-Bacon_-Tomato-Egg-White-Omelet-in-a-Mug-1981346"|"Kale, Bacon, Tomato Egg White Omelet in a Mug"|"Well Balanced"|"4"|"600"|"'meaty': 0.16666666666666666, 'salty': 0.8333333333333334, 'sour': 0.3333333333333333, 'piquant': 0.0, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'egg whites', 'fully cooked ham', 'baby kale', 'tomatoes', 'cheddar cheese', 'oregano', 'salt', 'pepper'"
"The-Classic-French-Omelet-with-Chives-1754151"|"The Classic French Omelet with Chives"|"Cook, Shoot, Eat…A Food Photographers Journey"|"4"|"600"|"'meaty': 0.8333333333333334, 'salty': 0.8333333333333334, 'sour': 0.16666666666666666, 'piquant': 0.0, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'large eggs', 'chives', 'unsalted butter', 'cream', 'salt', 'pepper'"
"Famous-Baked-Omelet-1224582"|"Famous Baked Omelet"|"My Daily Moment"|"3"|"3600"|"'meaty': 0.6666666666666666, 'salty': 0.8333333333333334, 'sour': 0.3333333333333333, 'piquant': 0.0, 'bitter': 0.8333333333333334, 'sweet': 0.16666666666666666"|"'potatoes', 'cheese', 'eggs', 'pork', 'milk', 'ham', 'frozen hash brown potatoes', 'onions', 'salt', 'cheddar cheese'"
"Asparagus-_n-parmesan-omelet-303535"|"Asparagus 'n Parmesan Omelet"|"Unilever North America"|"4"|"600"|"None"|"'garlic powder', 'grated parmesan cheese', 'asparagus', 'ground black pepper', ""i can't believe it's not butter! spray original"", 'cholesterol free egg substitute'"
