id,bitter,meaty,salty,sour,sweet,piquant,ingredients,recipeName,smallImageUrls,totalTimeInSeconds,rating,sourceDisplayName
"AVOCADO-PESTO-PASTA-SALAD-WITH-ROASTED-SUMMER-VEGETABLES-970643","0.6666666666666666","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.16666666666666666","avocado grated-parmesan-cheese large-garlic-cloves basil-leaves slivered-almonds lemon-juice olive-oil cherry-tomatoes asparagus zucchini orange-bell-pepper bow-tie-pasta","AVOCADO PESTO PASTA SALAD WITH ROASTED SUMMER VEGETABLES","http://lh3.ggpht.com/z8LIjzNNHTY-221CiCOdi6Y-S9vFWMiLgIxHp65Q-c8M6XEIEZ_49z3VSJEQgjKKO4wkWWQ9otP9wWWpM0lqzw=s90","2100","4","Sweet Peas and Saffron"
"Chocolate-avocado-pudding-333262","0.8333333333333334","0.5","0.16666666666666666","0.6666666666666666","0.6666666666666666","0.0","avocado light-coconut-milk unsweetened-dutch-process-cocoa honey dark-chocolate vanilla-extract sprinkles cocoa whipped-cream","Chocolate Avocado Pudding","http://lh5.ggpht.com/laVDk0jHkaX9TOEYXxGLB0Zum42WQjQZa3M2sMFFU42ZtfwVusqFMk_nE6yyRz1TzXtA-Wfru_kWtD3kDZF-Iw=s90","600","5","How Sweet It Is"
"Blueberry-Avocado-Pancakes-1852276","0.6666666666666666","0.16666666666666666","0.6666666666666666","0.16666666666666666","0.5","0.0","all-purpose-flour sugar baking-powder nutmeg california-avocado milk eggs coconut-oil vanilla-extract blueberries butter","Blueberry Avocado Pancakes","https://lh3.googleusercontent.com/BGU7jIt5KO0_rQlyQAnE2nJ-9X6q5jGgEFg_lpgpftn4VnqAnJoQTdF8S1sKcQk76ut9hjM-gBf9J6qxy2mh6w=s90","1200","4","Running to the Kitchen"
"Chewy-Gooey-Flourless-Chocolate-Cookies-472130","0.3333333333333333","0.16666666666666666","0.16666666666666666","0.0","0.8333333333333334","0.0","powdered-sugar cocoa-powder large-egg-whites pure-vanilla-extract bittersweet-chocolate-chips","Chewy Gooey Flourless Chocolate Cookies","http://lh6.ggpht.com/nKlWZcXKg1vJVemAxIcsbExxdrX9eql2YzEs8F9So1fiNWjGtHQSf13t0JS1M6PlNT0yatr1XPrNDCZCZeXaal8=s90","1500","5","Recipe Girl"
"Cauliflower-Breadsticks-546079","0.8333333333333334","0.16666666666666666","0.6666666666666666","0.8333333333333334","0.3333333333333333","0.0","cauliflower egg-whites mozzarella-cheese italian-seasoning marinara-sauce","Cauliflower Breadsticks","http://lh4.ggpht.com/vAE6EH3fiJdNHWDBXiDt0zyKu43OkB_BjG_oSJjbC33PsOz1_pvV2Xzp_G3OlqB0192PbFKOfB7YjBJ5ISXNTQ=s90","2700","4","ifoodreal"
"_Fairy-Cake_-2037696","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.0","0.8333333333333334","0.0","eggs almond-extract vanilla-extract sugar flour","""Fairy Cake""","https://lh3.googleusercontent.com/I5d4qcPSlhILqtXqe6HW8dNpM9cC0Lc6O2xYGLjcgHiqBxPNBcwDI3nQx2qLBLOD0wyCKe4vDQZjZVfya6180Q=s90","3900","4","Happy Money Saver"
"The-Best-Chicken-Recipe-Ever-Seriously-1623522","0.16666666666666666","0.6666666666666666","0.6666666666666666","0.0","0.0","0.0","chicken kosher-salt","The Best Chicken Recipe Ever — Seriously","https://lh3.googleusercontent.com/LVS6I2-5PUICxN9Xb7w8-7zr5wGsxidF3LhYg2NllG2dFZeRqWzI2KF_NEX6mGIJ_5ExtDiZEYAVZ46RIq0YsTA=s90","2700","3","popsugar.com"
"Baked-Chicken-Breasts-1118668","0.16666666666666666","0.8333333333333334","0.8333333333333334","0.16666666666666666","0.0","0.16666666666666666","boneless-skinless-chicken-breasts melted-butter kosher-salt cracked-black-pepper garlic-powder paprika","Baked Chicken Breasts","http://lh3.googleusercontent.com/7wJsdSXcV6dfWQzYhmT_nN1qB6sV0-NlBC_psdWcqjrFftZwTbb7QyUEd65YotN7ck_cXZ4GiOxBjZbdXiQ8wQ=s90","1200","4","Gimme Some Oven"
"Avocado-and-Tomato-Salad-1061964","0.5","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.0","tomatoes avocado purple-onion chopped-cilantro lime extra-virgin-olive-oil","Avocado and Tomato Salad","http://lh3.googleusercontent.com/-fRw4IqQC0rQOuH0F_O7h63wtCFSpy2uNCDFDZdkezDPDZA4Ntw2AilausTuywDFkxGIaUtzZrRPWPhqZKCgN6I=s90","600","4","Taste and Tell"
"3-Ingredient-No-Churn-Vanilla-Ice-Cream-1713697","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.0","sweetened-condensed-milk heavy-cream pure-vanilla-extract","3-Ingredient No-Churn Vanilla Ice Cream","https://lh3.googleusercontent.com/3Av3Uy-l3eopEiiFtXE8JaO2DdckpnLpQsUeXWrD66Hunf_uFPcrakR32afJbiRxPgH9ZvR_FqIMZreCBHEn=s90","2400","4","The Roasted Root"
"One-Pot-Southwest-Chicken-and-Rice-2026503","0.6666666666666666","0.16666666666666666","0.8333333333333334","0.3333333333333333","0.16666666666666666","0.6666666666666666","boneless-chicken-breast rice olive-oil chili-powder ground-cumin garlic-powder poblano-peppers chopped-onion corn garlic-cloves black-beans diced-tomatoes enchilada-sauce chicken-stock","One Pot Southwest Chicken and Rice","https://lh3.googleusercontent.com/7V15ckqCUPBTPnqpQJTeuPhk6AOKNSBN7E9wS13Z_Yvc9-bIiiGLHr2SpHUSGeuRXnmDAcPL7TS9KxjTOyZS=s90","2400","4","Laughing Spatula"
"Avocado-Pumpkin-Muffins-1988914","0.6666666666666666","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.6666666666666666","0.0","unbleached-flour baking-soda baking-powder cinnamon nutmeg bananas avocado pumpkin-purée eggs dark-brown-sugar vanilla-extract finely-chopped-pecans","Avocado Pumpkin Muffins","https://lh3.googleusercontent.com/dK5fzkXqAUyS2yVZyPDZyyb4IseSADp56keIe8v4eTPxnDcHxhrdn5_elFIIENiMFg89_jDJgaQsFmb8H-KFKA=s90","1800","4","Amee's Savory Dish"
"Avocado-Egg-Salad-_mayo-free__-1050106","0.8333333333333334","0.6666666666666666","0.6666666666666666","0.5","0.16666666666666666","0.0","eggs avocado fresh-lemon-juice fine-sea-salt","Avocado Egg Salad (mayo-free!)","http://lh3.googleusercontent.com/HgFEIZgayCsxDqQQmAh6nH0mBcdrUzfhrySkuzVvzyVTDsyjncDSibJ9JoStBcH82TwvIKO4SIDGno4Aqu_uVng=s90","1500","4","The Roasted Root"
"Homemade-Tzatziki-Sauce-1684165","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.3333333333333333","0.5","english-cucumber greek-yogurt cayenne-pepper garlic lemon-juice fresh-dill","Homemade Tzatziki Sauce","https://lh3.googleusercontent.com/IfdIeDTkaBQ6KIofYbq1RW-qzcbZ-yR-FZzt__z8K5ERu5i5FkjCJK_0ERdaIJ1EU0cTsW6DWn0qEgGd1Q1waA=s90","600","4","Jo Cooks"
"Cauliflower-Tortillas-570106","0.8333333333333334","0.16666666666666666","0.6666666666666666","0.8333333333333334","0.16666666666666666","0.0","cauliflower large-eggs chopped-fresh-cilantro lime","Cauliflower Tortillas","http://lh3.ggpht.com/PTQ1ipIHn6O5G5v85rJRnMu7ts5DFhMaTFhWsFY4X3CPzwhFNgXGfPFD7NnywmbQ9xoX1g0q5PfwEQGIyIiC=s90","3000","4","Recipe Girl"
"Slow-Cooker-Beef-Pot-Roast-1504294","0.6666666666666666","0.8333333333333334","0.3333333333333333","0.6666666666666666","0.16666666666666666","0.0","pot-roast medium-potatoes carrots onions beef-broth","Slow Cooker Beef Pot Roast","https://lh3.googleusercontent.com/hsYU2vD0gdWsQF-oY9elEcA7qaWRaazX-b8aPDEujEw1o6E2Q3GbSbPJQL1QGRs5ydTrRHfbQ_aBtVIVJk13=s90","900","4","Hamilton Beach"
"Avocado-Cucumber-Salad-1624894","0.6666666666666666","0.16666666666666666","0.3333333333333333","0.6666666666666666","0.16666666666666666","0.0","cucumber avocado cilantro lemon-juice lime-juice","Avocado Cucumber Salad","https://lh3.googleusercontent.com/8Qw6Q9lYwnATxSFO_wpIrEQ-fyKI8F1kplhqpW92U43B5BduO8p67HY51Fnkt47dtYVFAPR2S9ReDEVKkIBEBA=s90","1200","4","Ceara's Kitchen"
"Soft-Pretzels-Once-Upon-A-Chef-199961","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.5","0.0","milk active-dry-yeast light-brown-sugar all-purpose-flour unsalted-butter fine-salt baking-soda coarse-salt","Soft Pretzels","http://lh3.ggpht.com/X7gzSRymjprcOu4AVHg0A5oKHNDuU5ZVB3BR-Sp75tbmzLC9f21U42vBdS3tr9tNmBao-95A9SuoP80Tu3FaOA=s90","5400","5","Once Upon A Chef"
"Lemon-Honey-Glazed-Carrots-2045075","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.5","0.5","0.0","olive-oil medium-carrot herbes-de-provence honey fresh-lemon-juice","Lemon-Honey Glazed Carrots","https://lh3.googleusercontent.com/fmra-fQBSYRkQHH3tMSeN0tqoVjM05LsnPI7-t_9gVx8-voAd5nkwVp4UOVm2Op-A0b90-UbxmqX51ZgTY6NM2g=s90","1200","4","Girl Gone Gourmet"
"Crispy-Garlic-Parmesan-Potatoes-978414","0.3333333333333333","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.0","potatoes olive-oil garlic-powder parsley fresh-parmesan-cheese","Crispy Garlic Parmesan Potatoes","http://lh4.ggpht.com/bMfZ-jJo8uEfXiO1s3A1Mwjt05B3bm67G5N6plJ8D3jAqMLmaJZ1JA-MR89ECrhajkr7fsMPQCNp6GzaBMBJY9o=s90","3300","4","Spend with Pennies"
"Easy-Salt-_-Vinegar-Roasted-Chick-Peas-1034909","0.16666666666666666","0.16666666666666666","0.5","0.16666666666666666","0.0","0.0","chickpeas white-vinegar fine-sea-salt extra-virgin-olive-oil","Easy Salt & Vinegar Roasted Chick Peas","http://lh6.ggpht.com/9OM1gzlnCrPK3yfr5RQ_Z-zSUBfRqHM4k4iNNq1sxUa1JoLcGIJuUXDYQ9BYUeUx26BIh9VKBPpmF6-t1xqfzg=s90","3000","5","Oh She Glows"
"Huevos-Rancheros-Breakfast-Sandwich-1108145","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.16666666666666666","eggs English-muffins refried-beans guacamole salsa","Huevos Rancheros Breakfast Sandwich","https://lh3.googleusercontent.com/FL7kgv8BWG99cZioh9migBIgjGrhpc9zvc4UUa0jkCzXng5skoI57vX3wC9XI35rDuiztcUfZ1S-hmU0Izw2zw=s90","900","4","Closet Cooking"
"How-to-Make-The-Perfect-Baked-Sweet-Potato-Chips-1518521","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.3333333333333333","0.0","sweet-potatoes oil","How to Make The Perfect Baked Sweet Potato Chips","https://lh3.googleusercontent.com/IUzZ8Qdveaois0Njcfpp66p0MK5h5-HMaQDdnvCejwTHSkOyezIf1vtvk_zXtXOZ17IXY0oiZv29Lp5BXJtVNQ=s90","2400","4","Sprouted Routes"
"One-Pot-Pesto-Chicken-Alfredo-Zucchini-Noodles-2017965","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.5","0.16666666666666666","0.0","butter chicken onions garlic whole-wheat-white-flour half-&-half milk pesto-sauce zucchini grated-parmesan-cheese","One-Pot Pesto Chicken Alfredo Zucchini Noodles","https://lh3.googleusercontent.com/8UPQ0Z3BLU_HEKt33DLpAZZXXusIxoOTph0RcEJ4rsoaAzLiIs7bN8zHiBjtBWa1aajEDbS8Uv46wIHmL9i9=s90","1200","4","Whole and Heavenly Oven"
"Croissants-333493","0.6666666666666666","0.8333333333333334","0.8333333333333334","0.16666666666666666","0.3333333333333333","0.0","whole-milk brown-sugar active-dry-yeast all-purpose-flour unsalted-butter eggs","Croissants","http://lh6.ggpht.com/JN7TW82lO1X4jUryA4_0ASeK3MN7Q9lrhCOofr6RUHgaER-Tl3XPs8EehkPM2u34qMEuskl4PxOg_kKAO0sX=s90","5100","5","How Sweet It Is"
"Zesty-Lime-Shrimp-and-Avocado-Salad-1573771","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.6666666666666666","0.16666666666666666","0.8333333333333334","purple-onion lime olive-oil kosher-salt peeled-shrimp medium-tomatoes hass-avocado jalapeno-chilies chopped-cilantro","Zesty Lime Shrimp and Avocado Salad","https://lh3.googleusercontent.com/BuOgujjrTaRbYdPaNpdbsIcSxivXpVJDdsyT59_qo2Rcvkzn7HqYogjXOz42MYjx41tZRK4Zx4ev6Nvabiqz=s90","1500","4","Skinnytaste"
"Avocado-Margaritas-1466251","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.3333333333333333","0.6666666666666666","avocado ice tequila cointreau fresh-lime-juice cilantro-leaves agave-nectar jalapeno-chilies lime-wedges fresh-cilantro avocado-slices","Avocado Margaritas","https://lh3.googleusercontent.com/Y7RoBru8_Z5GFe5p7KqvGUsHQ7OIZDkypR-HhX6eWyUTWq8f0_BqgvAF6jFCXpIcQGEnSG3XTcYUg01YUBwhdA=s90","300","4","Gimme Some Oven"
"Cauliflower-Rice-1572895","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.0","olive-oil onions celery cauliflower","Cauliflower Rice","https://lh3.googleusercontent.com/2NbZDl4OuYqeq_2pfw9vTplyzZtbxaEpz-RHg0y-V0RAn49MA9pYQy9-kd8DbB9flY03LoUKBgT-Hpjbu4O4XQ=s90","1500","4","Elana's Pantry"
"Shakin_-hash-browns-310017","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.6666666666666666","0.0","0.16666666666666666","yukon-gold-potatoes smoked-paprika olive-oil","Shakin’ Hash Browns","http://lh6.ggpht.com/scgynJMm5fZ1HtjK5PVa3L6b-7Dfj9qWtEQ72K25MA7zEMou0i84pKt8QZ-yZNKBlGTf0vZNHA4W4SYSjCyeYKQ=s90","4200","5","Big Girls Small Kitchen"
"Bacon_-Avocado-_-Strawberry-Salad-with-Greek-Yogurt-Poppyseed-Dressing-771446","0.8333333333333334","0.5","0.6666666666666666","0.8333333333333334","0.16666666666666666","0.0","baby-spinach romaine-lettuce bacon strawberries avocado sliced-almonds greek-yogurt mayonnaise white-vinegar sugar poppy-seeds","Bacon, Avocado & Strawberry Salad with Greek Yogurt Poppyseed Dressing","http://lh5.ggpht.com/KMDmRRs0UwzueovzA7NrO5iqiVCgeBlJUKQzMa5t-FyRfnc6riMWstpMT3pl3tMsmxCWM8rpVtDWnTcbgUqj9Q=s90","900","4","Alaska From Scratch"
"Carrot-Cake-Sheet-Cake-Recipe-with-Cream-Cheese-Frosting-2042721","0.16666666666666666","0.16666666666666666","0.6666666666666666","0.16666666666666666","0.8333333333333334","0.0","eggs applesauce vegetable-oil white-sugar brown-sugar vanilla flour baking-soda baking-powder cinnamon carrots cream-cheese butter confectioners-sugar sweetened-coconut-flakes","Carrot Cake Sheet Cake Recipe with Cream Cheese Frosting","https://lh3.googleusercontent.com/naoqTyp88PZkfGBDejeroQv7lJsKPiJkN9ila6dSwMMJBJLWpLxCF--Mzl9Pzu6agvRmWLHHG5d1X89lOToWZA=s90","900","4","A Pretty Life in the Suburbs"
"One-Pot-Middle-Eastern-Chicken-and-Rice-1856651","0.16666666666666666","0.5","0.3333333333333333","0.16666666666666666","0.16666666666666666","0.16666666666666666","bone-in-chicken-thighs lemon-juice turmeric cumin curry dried-oregano garlic-cloves black-pepper olive-oil onions garlic basmati-rice chicken-broth","One Pot Middle Eastern Chicken and Rice","https://lh3.googleusercontent.com/xU7bh4U-R9qkF2L21cDTYjsulMrWnhxOD43Hl75nt3XXrnvIhnTrt6_6-et8rWjZ7ASSrSX_OWOutsEYwIFlRg=s90","3300","4","Ev's Eats"
"Texas-Roadhouse-Rolls---Copycat-1531890","0.16666666666666666","0.16666666666666666","0.6666666666666666","0.16666666666666666","0.5","0.0","active-dry-yeast warm-water milk melted-butter sugar all-purpose-flour eggs","Texas Roadhouse Rolls - Copycat","https://lh3.googleusercontent.com/vQKBaXgI63ITT04g7nF0Ie0t0lFvMQ43MUukApExPYIhHhZlwWdegkQhEQ5qh-XcLU_R9N2Al_GQcV1TmDOX=s90","2100","4","Eat Cake For Dinner"
"Garlic-Roasted-Asparagus-1053963","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.6666666666666666","0.3333333333333333","0.0","asparagus-spears garlic olive-oil","Garlic-Roasted Asparagus","http://lh3.googleusercontent.com/6IlEHhiNWmkn7K0Mdki7Xtjf_eAIqHmUyrDoAPmxKQkBYAwzwjEPwlly3TiqcGFGGMYV-riM5jw6XHsxh1pxRw=s90","900","3","Better Homes and Gardens"
"Lemon-Butter-Chicken-1602780","0.16666666666666666","0.3333333333333333","0.8333333333333334","0.8333333333333334","0.0","0.0","chicken-breasts kosher-salt black-pepper olive-oil lemon butter","Lemon Butter Chicken","https://lh3.googleusercontent.com/oYiXmqN3m-ddgg4Oe_d00qXFpWkQ1e-Xli-gqVxGnrHFfIlhA4U62R1FRY8VXrqcfsuP-S0-izCqpDTGDYSR=s90","2100","4","Dariuscooks.Com"
"Caprese-Salad-Skewers-1296889","0.3333333333333333","0.16666666666666666","0.16666666666666666","0.6666666666666666","0.3333333333333333","0.0","cherry-tomatoes fresh-mozzarella-cheese fresh-basil extra-virgin-olive-oil balsamic-vinegar","Caprese Salad Skewers","http://lh3.googleusercontent.com/4zDO-oWmXjuQkjT0XChrzdMAVtD8CVcxrYF-cV_BRZ9VtYj2Hv4s8nDFEWEywJMPe8FqZuGO-EXEw28vSIKjUQ=s90","1800","4","Oven Love"
"Asiago-Chicken-Pasta-with-Sun-Dried-Tomatoes-and-Spinach-1556452","0.5","0.6666666666666666","0.6666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","sun-dried-tomatoes chicken-breasts garlic-cloves paprika half-&-half asiago penne-pasta fresh-spinach","Asiago Chicken Pasta with Sun-Dried Tomatoes and Spinach","https://lh3.googleusercontent.com/n_Ou3Lm3GO1X1QG7zH0Ejpy1rvhCf6BT4disq9Aqn_tjTb8Vm1oAGtlcOGPW-JEPymXX9qhkEvRdBfnIkrGw=s90","2400","4","Julia's Album"
"My-Favorite-Buttermilk-Biscuits-1814518","0.8333333333333334","0.5","0.8333333333333334","0.16666666666666666","0.3333333333333333","0.0","all-purpose-flour sugar baking-powder table-salt baking-soda unsalted-butter buttermilk","My Favorite Buttermilk Biscuits","https://lh3.googleusercontent.com/XUTG2ugAx4ANKmXc2s4WaSFlN25yF30vRx-7FFMjrhwQKIS_sQMRaNhc7x-11ke7DI8OGuxUhP5l2SqP_rZC=s90","1800","4","Smitten Kitchen"
"Honey-Banana-Muffins-1559661","0.16666666666666666","0.16666666666666666","0.5","0.3333333333333333","0.6666666666666666","0.0","bananas honey canola-oil large-eggs vanilla all-purpose-flour baking-soda","Honey Banana Muffins","https://lh3.googleusercontent.com/9nV6s5rQYeF9OfWterWNhDl1G24yD7KuT_ei7YJ-e-J77b16i2gULoZ-Mpi0rwmbdD0HG-RTVJo5rvCtxxkENhY=s90","1800","4","Dinner with Julie"
"Basic-sourdough-bread-345331","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.0","0.0","0.0","sourdough-starter bread-flour","Basic Sourdough Bread","http://lh6.ggpht.com/eqM0Kcto6ix1XR7_qf5EfOe2t03eZf1bsa4O_O5g_Ao3-TRpF-Y5jouJFwAguXs65nGwj5IdX0Z7ZC2VN0U=s90","2700","5","Pinch My Salt"
"Green-Chili-Turkey-Burgers-1611193","0.6666666666666666","0.16666666666666666","0.8333333333333334","0.6666666666666666","0.16666666666666666","0.8333333333333334","diced-green-chilies ground-turkey cilantro onions cumin chili-powder","Green Chili Turkey Burgers","https://lh3.googleusercontent.com/aAlzqqB5IsOhrh3adGRi_PoRlC6na8kiEClz1YuNuGnca1KbX8vo2uJwnaw-Wm62mJ7M3Ryxg8gsrDmmYJtOOV0=s90","1200","4","Elana's Pantry"
"The-Best-Homemade-Pesto-1572415","0.8333333333333334","0.8333333333333334","0.6666666666666666","0.8333333333333334","0.16666666666666666","0.0","garlic pinenuts fresh-basil-leaves parsley extra-virgin-olive-oil parmesan-cheese","The Best Homemade Pesto","https://lh3.googleusercontent.com/nIzZMw-I92ul5o7T_4EI-qbWoPE58ebj8F3QdfDIyUYMHLdmgH59r6Mpna5kYFXGVZqbfDrWLecHK6YZ6iQFtA=s90","1500","4","Yummy Healthy Easy"
"Peanut-Butter-Protein-Bars-1524416","0.8333333333333334","0.8333333333333334","0.5","0.16666666666666666","0.8333333333333334","0.0","rolled-oats medjool-date peanut-butter honey vanilla-extract vanilla-protein-powder","Peanut Butter Protein Bars","https://lh3.googleusercontent.com/8iFCnZgfL9gp3ycChIv0-VaT53MRNxYHCNkl2Ks-ZtNYu_ZJW4JUZdAtVP-C2cV5HURLBTVh4ouUfmZhMHoh2vc=s90","900","4","Fit Foodie Finds"
"Banana-Bread-1463526","0.16666666666666666","0.16666666666666666","0.5","0.16666666666666666","0.8333333333333334","0.0","sugar butter eggs bananas flour baking-soda","Banana Bread","https://lh3.googleusercontent.com/a01SIa3xcDAMpIXdPhJViJqM-Pg6jmonN7Ekywnw3BSeV_ERlTXwktr2iqpnz_iCO_UKZsHJ4Aj7Gt7oUFYzmgM=s90","4500","4","Julie's Eats & Treats"
"Avocado-Baked-Eggs-1564295","0.8333333333333334","0.6666666666666666","0.8333333333333334","0.6666666666666666","0.16666666666666666","0.8333333333333334","avocado eggs black-pepper cayenne-pepper bacon-bits green-onions","Avocado Baked Eggs","https://lh3.googleusercontent.com/-3RZBCu4pJ3AxPby8kmss0PMwi1RuiH8WYYzhQseFjbJzUAv6Om3uxy6W3EcLCccnUYbRytJ8pLnCE9n4q3jf-I=s90","2400","4","Lisa Eats"
"Cheesy-Bacon-_-Egg-Crescent-Ring-1322099","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.16666666666666666","0.5","0.0","bacon eggs milk cheddar-cheese crescent-rolls","Cheesy Bacon & Egg Crescent Ring","https://lh3.googleusercontent.com/bEzcvoHJoIK7ptkTPOuaQlefAcf_BMUO6-3NnbVKk4T3fYRpXFQWSAyoL9STtZ5zmxeFsGzG_JiAo2rjnbF4SQ=s90","2400","4","Julie's Eats & Treats"
